Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url,icon
Meowstic,"['Psychic', '']",466,74,48,76,83,81,104,https://pokemondb.net/pokedex/meowstic,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
Honedge,"['Steel', 'Ghost']",325,45,80,100,35,37,28,https://pokemondb.net/pokedex/honedge,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
Doublade,"['Steel', 'Ghost']",448,59,110,150,45,49,35,https://pokemondb.net/pokedex/doublade,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
Aegislash,"['Steel', 'Ghost']",500,60,50,140,50,140,60,https://pokemondb.net/pokedex/aegislash,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
Spritzee,"['Fairy', '']",341,78,52,60,63,65,23,https://pokemondb.net/pokedex/spritzee,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
Aromatisse,"['Fairy', '']",462,101,72,72,99,89,29,https://pokemondb.net/pokedex/aromatisse,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
Swirlix,"['Fairy', '']",341,62,48,66,59,57,49,https://pokemondb.net/pokedex/swirlix,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
Slurpuff,"['Fairy', '']",480,82,80,86,85,75,72,https://pokemondb.net/pokedex/slurpuff,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
Inkay,"['Dark', 'Psychic']",288,53,54,53,37,46,45,https://pokemondb.net/pokedex/inkay,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
Malamar,"['Dark', 'Psychic']",482,86,92,88,68,75,73,https://pokemondb.net/pokedex/malamar,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
Binacle,"['Rock', 'Water']",306,42,52,67,39,56,50,https://pokemondb.net/pokedex/binacle,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
Barbaracle,"['Rock', 'Water']",500,72,105,115,54,86,68,https://pokemondb.net/pokedex/barbaracle,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
Skrelp,"['Poison', 'Water']",320,50,60,60,60,60,30,https://pokemondb.net/pokedex/skrelp,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
Dragalge,"['Poison', 'Dragon']",494,65,75,90,97,123,44,https://pokemondb.net/pokedex/dragalge,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
Clauncher,"['Water', '']",330,50,53,62,58,63,44,https://pokemondb.net/pokedex/clauncher,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
Clawitzer,"['Water', '']",500,71,73,88,120,89,59,https://pokemondb.net/pokedex/clawitzer,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
Helioptile,"['Electric', 'Normal']",289,44,38,33,61,43,70,https://pokemondb.net/pokedex/helioptile,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
Heliolisk,"['Electric', 'Normal']",481,62,55,52,109,94,109,https://pokemondb.net/pokedex/heliolisk,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
Tyrunt,"['Rock', 'Dragon']",362,58,89,77,45,45,48,https://pokemondb.net/pokedex/tyrunt,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
Tyrantrum,"['Rock', 'Dragon']",521,82,121,119,69,59,71,https://pokemondb.net/pokedex/tyrantrum,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
Amaura,"['Rock', 'Ice']",362,77,59,50,67,63,46,https://pokemondb.net/pokedex/amaura,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
Aurorus,"['Rock', 'Ice']",521,123,77,72,99,92,58,https://pokemondb.net/pokedex/aurorus,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
Sylveon,"['Fairy', '']",525,95,65,65,110,130,60,https://pokemondb.net/pokedex/sylveon,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
Hawlucha,"['Fighting', 'Flying']",500,78,92,75,74,63,118,https://pokemondb.net/pokedex/hawlucha,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
Dedenne,"['Electric', 'Fairy']",431,67,58,57,81,67,101,https://pokemondb.net/pokedex/dedenne,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
Carbink,"['Rock', 'Fairy']",500,50,50,150,50,150,50,https://pokemondb.net/pokedex/carbink,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
Goomy,"['Dragon', '']",300,45,50,35,55,75,40,https://pokemondb.net/pokedex/goomy,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
Sliggoo,"['Dragon', '']",452,68,75,53,83,113,60,https://pokemondb.net/pokedex/sliggoo,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
Goodra,"['Dragon', '']",600,90,100,70,110,150,80,https://pokemondb.net/pokedex/goodra,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
Klefki,"['Steel', 'Fairy']",470,57,80,91,80,87,75,https://pokemondb.net/pokedex/klefki,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
Phantump,"['Ghost', 'Grass']",309,43,70,48,50,60,38,https://pokemondb.net/pokedex/phantump,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
Trevenant,"['Ghost', 'Grass']",474,85,110,76,65,82,56,https://pokemondb.net/pokedex/trevenant,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
Pumpkaboo,"['Ghost', 'Grass']",335,49,66,70,44,55,51,https://pokemondb.net/pokedex/pumpkaboo,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
Gourgeist,"['Ghost', 'Grass']",494,65,90,122,58,75,84,https://pokemondb.net/pokedex/gourgeist,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
Bergmite,"['Ice', '']",304,55,69,85,32,35,28,https://pokemondb.net/pokedex/bergmite,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
Avalugg,"['Ice', '']",514,95,117,184,44,46,28,https://pokemondb.net/pokedex/avalugg,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
Noibat,"['Flying', 'Dragon']",245,40,30,35,45,40,55,https://pokemondb.net/pokedex/noibat,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
Noivern,"['Flying', 'Dragon']",535,85,70,80,97,80,123,https://pokemondb.net/pokedex/noivern,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
Xerneas,"['Fairy', '']",680,126,131,95,131,98,99,https://pokemondb.net/pokedex/xerneas,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
Yveltal,"['Dark', 'Flying']",680,126,131,95,131,98,99,https://pokemondb.net/pokedex/yveltal,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
Zygarde,"['Dragon', 'Ground']",600,108,100,121,81,95,95,https://pokemondb.net/pokedex/zygarde,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
Diancie,"['Rock', 'Fairy']",600,50,100,150,100,150,50,https://pokemondb.net/pokedex/diancie,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
Hoopa,"['Psychic', 'Ghost']",600,80,110,60,150,130,70,https://pokemondb.net/pokedex/hoopa,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
Volcanion,"['Fire', 'Water']",600,80,110,120,130,90,70,https://pokemondb.net/pokedex/volcanion,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
Rowlet,"['Grass', 'Flying']",320,68,55,55,50,50,42,https://pokemondb.net/pokedex/rowlet,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
Dartrix,"['Grass', 'Flying']",420,78,75,75,70,70,52,https://pokemondb.net/pokedex/dartrix,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
Decidueye,"['Grass', 'Ghost']",530,78,107,75,100,100,70,https://pokemondb.net/pokedex/decidueye,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
Litten,"['Fire', '']",320,45,65,40,60,40,70,https://pokemondb.net/pokedex/litten,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
Torracat,"['Fire', '']",420,65,85,50,80,50,90,https://pokemondb.net/pokedex/torracat,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
Incineroar,"['Fire', 'Dark']",530,95,115,90,80,90,60,https://pokemondb.net/pokedex/incineroar,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
Popplio,"['Water', '']",320,50,54,54,66,56,40,https://pokemondb.net/pokedex/popplio,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
Brionne,"['Water', '']",420,60,69,69,91,81,50,https://pokemondb.net/pokedex/brionne,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
Primarina,"['Water', 'Fairy']",530,80,74,74,126,116,60,https://pokemondb.net/pokedex/primarina,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
Pikipek,"['Normal', 'Flying']",265,35,75,30,30,30,65,https://pokemondb.net/pokedex/pikipek,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
Trumbeak,"['Normal', 'Flying']",355,55,85,50,40,50,75,https://pokemondb.net/pokedex/trumbeak,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
Toucannon,"['Normal', 'Flying']",485,80,120,75,75,75,60,https://pokemondb.net/pokedex/toucannon,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
Yungoos,"['Normal', '']",253,48,70,30,30,30,45,https://pokemondb.net/pokedex/yungoos,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
Gumshoos,"['Normal', '']",418,88,110,60,55,60,45,https://pokemondb.net/pokedex/gumshoos,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
Grubbin,"['Bug', '']",300,47,62,45,55,45,46,https://pokemondb.net/pokedex/grubbin,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
Charjabug,"['Bug', 'Electric']",400,57,82,95,55,75,36,https://pokemondb.net/pokedex/charjabug,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
Vikavolt,"['Bug', 'Electric']",500,77,70,90,145,75,43,https://pokemondb.net/pokedex/vikavolt,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
Crabrawler,"['Fighting', '']",338,47,82,57,42,47,63,https://pokemondb.net/pokedex/crabrawler,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
Crabominable,"['Fighting', 'Ice']",478,97,132,77,62,67,43,https://pokemondb.net/pokedex/crabominable,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
Oricorio,"['Fire', 'Flying']",476,75,70,70,98,70,93,https://pokemondb.net/pokedex/oricorio,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
Cutiefly,"['Bug', 'Fairy']",304,40,45,40,55,40,84,https://pokemondb.net/pokedex/cutiefly,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
Ribombee,"['Bug', 'Fairy']",464,60,55,60,95,70,124,https://pokemondb.net/pokedex/ribombee,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
Rockruff,"['Rock', '']",280,45,65,40,30,40,60,https://pokemondb.net/pokedex/rockruff,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
Lycanroc,"['Rock', '']",487,75,115,65,55,65,112,https://pokemondb.net/pokedex/lycanroc,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
Wishiwashi,"['Water', '']",175,45,20,20,25,25,40,https://pokemondb.net/pokedex/wishiwashi,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
Mareanie,"['Poison', 'Water']",305,50,53,62,43,52,45,https://pokemondb.net/pokedex/mareanie,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
Toxapex,"['Poison', 'Water']",495,50,63,152,53,142,35,https://pokemondb.net/pokedex/toxapex,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
Mudbray,"['Ground', '']",385,70,100,70,45,55,45,https://pokemondb.net/pokedex/mudbray,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
Mudsdale,"['Ground', '']",500,100,125,100,55,85,35,https://pokemondb.net/pokedex/mudsdale,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
Dewpider,"['Water', 'Bug']",269,38,40,52,40,72,27,https://pokemondb.net/pokedex/dewpider,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
Araquanid,"['Water', 'Bug']",454,68,70,92,50,132,42,https://pokemondb.net/pokedex/araquanid,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
Fomantis,"['Grass', '']",250,40,55,35,50,35,35,https://pokemondb.net/pokedex/fomantis,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
Lurantis,"['Grass', '']",480,70,105,90,80,90,45,https://pokemondb.net/pokedex/lurantis,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
Morelull,"['Grass', 'Fairy']",285,40,35,55,65,75,15,https://pokemondb.net/pokedex/morelull,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
Shiinotic,"['Grass', 'Fairy']",405,60,45,80,90,100,30,https://pokemondb.net/pokedex/shiinotic,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
Salandit,"['Poison', 'Fire']",320,48,44,40,71,40,77,https://pokemondb.net/pokedex/salandit,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
Salazzle,"['Poison', 'Fire']",480,68,64,60,111,60,117,https://pokemondb.net/pokedex/salazzle,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
Stufful,"['Normal', 'Fighting']",340,70,75,50,45,50,50,https://pokemondb.net/pokedex/stufful,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
Bewear,"['Normal', 'Fighting']",500,120,125,80,55,60,60,https://pokemondb.net/pokedex/bewear,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
Bounsweet,"['Grass', '']",210,42,30,38,30,38,32,https://pokemondb.net/pokedex/bounsweet,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
Steenee,"['Grass', '']",290,52,40,48,40,48,62,https://pokemondb.net/pokedex/steenee,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
Tsareena,"['Grass', '']",510,72,120,98,50,98,72,https://pokemondb.net/pokedex/tsareena,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
Comfey,"['Fairy', '']",485,51,52,90,82,110,100,https://pokemondb.net/pokedex/comfey,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
Oranguru,"['Normal', 'Psychic']",490,90,60,80,90,110,60,https://pokemondb.net/pokedex/oranguru,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
Passimian,"['Fighting', '']",490,100,120,90,40,60,80,https://pokemondb.net/pokedex/passimian,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
Wimpod,"['Bug', 'Water']",230,25,35,40,20,30,80,https://pokemondb.net/pokedex/wimpod,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
Golisopod,"['Bug', 'Water']",530,75,125,140,60,90,40,https://pokemondb.net/pokedex/golisopod,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
Sandygast,"['Ghost', 'Ground']",320,55,55,80,70,45,15,https://pokemondb.net/pokedex/sandygast,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
Palossand,"['Ghost', 'Ground']",480,85,75,110,100,75,35,https://pokemondb.net/pokedex/palossand,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
Pyukumuku,"['Water', '']",410,55,60,130,30,130,5,https://pokemondb.net/pokedex/pyukumuku,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
Type: Null,"['Normal', '']",534,95,95,95,95,95,59,https://pokemondb.net/pokedex/type-null,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
Silvally,"['Normal', '']",570,95,95,95,95,95,95,https://pokemondb.net/pokedex/silvally,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
Minior,"['Rock', 'Flying']",440,60,60,100,60,100,60,https://pokemondb.net/pokedex/minior,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
Komala,"['Normal', '']",480,65,115,65,75,95,65,https://pokemondb.net/pokedex/komala,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
Turtonator,"['Fire', 'Dragon']",485,60,78,135,91,85,36,https://pokemondb.net/pokedex/turtonator,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
Togedemaru,"['Electric', 'Steel']",435,65,98,63,40,73,96,https://pokemondb.net/pokedex/togedemaru,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
Mimikyu,"['Ghost', 'Fairy']",476,55,90,80,50,105,96,https://pokemondb.net/pokedex/mimikyu,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
Bruxish,"['Water', 'Psychic']",475,68,105,70,70,70,92,https://pokemondb.net/pokedex/bruxish,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
Drampa,"['Normal', 'Dragon']",485,78,60,85,135,91,36,https://pokemondb.net/pokedex/drampa,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
Dhelmise,"['Ghost', 'Grass']",517,70,131,100,86,90,40,https://pokemondb.net/pokedex/dhelmise,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
Jangmo-o,"['Dragon', '']",300,45,55,65,45,45,45,https://pokemondb.net/pokedex/jangmo-o,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
Hakamo-o,"['Dragon', 'Fighting']",420,55,75,90,65,70,65,https://pokemondb.net/pokedex/hakamo-o,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
Kommo-o,"['Dragon', 'Fighting']",600,75,110,125,100,105,85,https://pokemondb.net/pokedex/kommo-o,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
Tapu Koko,"['Electric', 'Fairy']",570,70,115,85,95,75,130,https://pokemondb.net/pokedex/tapu-koko,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
Tapu Lele,"['Psychic', 'Fairy']",570,70,85,75,130,115,95,https://pokemondb.net/pokedex/tapu-lele,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
Tapu Bulu,"['Grass', 'Fairy']",570,70,130,115,85,95,75,https://pokemondb.net/pokedex/tapu-bulu,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
Tapu Fini,"['Water', 'Fairy']",570,70,75,115,95,130,85,https://pokemondb.net/pokedex/tapu-fini,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
Cosmog,"['Psychic', '']",200,43,29,31,29,31,37,https://pokemondb.net/pokedex/cosmog,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
Cosmoem,"['Psychic', '']",400,43,29,131,29,131,37,https://pokemondb.net/pokedex/cosmoem,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
Solgaleo,"['Psychic', 'Steel']",680,137,137,107,113,89,97,https://pokemondb.net/pokedex/solgaleo,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
Lunala,"['Psychic', 'Ghost']",680,137,113,89,137,107,97,https://pokemondb.net/pokedex/lunala,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
Nihilego,"['Rock', 'Poison']",570,109,53,47,127,131,103,https://pokemondb.net/pokedex/nihilego,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
Buzzwole,"['Bug', 'Fighting']",570,107,139,139,53,53,79,https://pokemondb.net/pokedex/buzzwole,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
Pheromosa,"['Bug', 'Fighting']",570,71,137,37,137,37,151,https://pokemondb.net/pokedex/pheromosa,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
Xurkitree,"['Electric', '']",570,83,89,71,173,71,83,https://pokemondb.net/pokedex/xurkitree,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
Celesteela,"['Steel', 'Flying']",570,97,101,103,107,101,61,https://pokemondb.net/pokedex/celesteela,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
Kartana,"['Grass', 'Steel']",570,59,181,131,59,31,109,https://pokemondb.net/pokedex/kartana,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
Guzzlord,"['Dark', 'Dragon']",570,223,101,53,97,53,43,https://pokemondb.net/pokedex/guzzlord,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
Necrozma,"['Psychic', '']",600,97,107,101,127,89,79,https://pokemondb.net/pokedex/necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
Magearna,"['Steel', 'Fairy']",600,80,95,115,130,115,65,https://pokemondb.net/pokedex/magearna,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
Marshadow,"['Fighting', 'Ghost']",600,90,125,80,90,90,125,https://pokemondb.net/pokedex/marshadow,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
Poipole,"['Poison', '']",420,67,73,67,73,67,73,https://pokemondb.net/pokedex/poipole,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
Naganadel,"['Poison', 'Dragon']",540,73,73,73,127,73,121,https://pokemondb.net/pokedex/naganadel,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
Stakataka,"['Rock', 'Steel']",570,61,131,211,53,101,13,https://pokemondb.net/pokedex/stakataka,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
Blacephalon,"['Fire', 'Ghost']",570,53,127,53,151,79,107,https://pokemondb.net/pokedex/blacephalon,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
Zeraora,"['Electric', '']",600,88,112,75,102,80,143,https://pokemondb.net/pokedex/zeraora,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
Meltan,"['Steel', '']",300,46,65,65,55,35,34,https://pokemondb.net/pokedex/meltan,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
Melmetal,"['Steel', '']",600,135,143,143,80,65,34,https://pokemondb.net/pokedex/melmetal,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
Grookey,"['Grass', '']",310,50,65,50,40,40,65,https://pokemondb.net/pokedex/grookey,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
Thwackey,"['Grass', '']",420,70,85,70,55,60,80,https://pokemondb.net/pokedex/thwackey,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
Rillaboom,"['Grass', '']",530,100,125,90,60,70,85,https://pokemondb.net/pokedex/rillaboom,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
Scorbunny,"['Fire', '']",310,50,71,40,40,40,69,https://pokemondb.net/pokedex/scorbunny,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
Raboot,"['Fire', '']",420,65,86,60,55,60,94,https://pokemondb.net/pokedex/raboot,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
Cinderace,"['Fire', '']",530,80,116,75,65,75,119,https://pokemondb.net/pokedex/cinderace,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
Sobble,"['Water', '']",310,50,40,40,70,40,70,https://pokemondb.net/pokedex/sobble,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
Drizzile,"['Water', '']",420,65,60,55,95,55,90,https://pokemondb.net/pokedex/drizzile,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
Inteleon,"['Water', '']",530,70,85,65,125,65,120,https://pokemondb.net/pokedex/inteleon,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
Skwovet,"['Normal', '']",275,70,55,55,35,35,25,https://pokemondb.net/pokedex/skwovet,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
Greedent,"['Normal', '']",460,120,95,95,55,75,20,https://pokemondb.net/pokedex/greedent,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
Rookidee,"['Flying', '']",245,38,47,35,33,35,57,https://pokemondb.net/pokedex/rookidee,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
Corvisquire,"['Flying', '']",365,68,67,55,43,55,77,https://pokemondb.net/pokedex/corvisquire,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
Corviknight,"['Flying', 'Steel']",495,98,87,105,53,85,67,https://pokemondb.net/pokedex/corviknight,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
Blipbug,"['Bug', '']",180,25,20,20,25,45,45,https://pokemondb.net/pokedex/blipbug,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
Dottler,"['Bug', 'Psychic']",335,50,35,80,50,90,30,https://pokemondb.net/pokedex/dottler,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
Orbeetle,"['Bug', 'Psychic']",505,60,45,110,80,120,90,https://pokemondb.net/pokedex/orbeetle,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
Nickit,"['Dark', '']",245,40,28,28,47,52,50,https://pokemondb.net/pokedex/nickit,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
Thievul,"['Dark', '']",455,70,58,58,87,92,90,https://pokemondb.net/pokedex/thievul,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
Gossifleur,"['Grass', '']",250,40,40,60,40,60,10,https://pokemondb.net/pokedex/gossifleur,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
Eldegoss,"['Grass', '']",460,60,50,90,80,120,60,https://pokemondb.net/pokedex/eldegoss,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
Wooloo,"['Normal', '']",270,42,40,55,40,45,48,https://pokemondb.net/pokedex/wooloo,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
Dubwool,"['Normal', '']",490,72,80,100,60,90,88,https://pokemondb.net/pokedex/dubwool,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
Chewtle,"['Water', '']",284,50,64,50,38,38,44,https://pokemondb.net/pokedex/chewtle,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
Drednaw,"['Water', 'Rock']",485,90,115,90,48,68,74,https://pokemondb.net/pokedex/drednaw,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
Yamper,"['Electric', '']",270,59,45,50,40,50,26,https://pokemondb.net/pokedex/yamper,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
Boltund,"['Electric', '']",490,69,90,60,90,60,121,https://pokemondb.net/pokedex/boltund,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
Rolycoly,"['Rock', '']",240,30,40,50,40,50,30,https://pokemondb.net/pokedex/rolycoly,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
Carkol,"['Rock', 'Fire']",410,80,60,90,60,70,50,https://pokemondb.net/pokedex/carkol,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
Coalossal,"['Rock', 'Fire']",510,110,80,120,80,90,30,https://pokemondb.net/pokedex/coalossal,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
Applin,"['Grass', 'Dragon']",260,40,40,80,40,40,20,https://pokemondb.net/pokedex/applin,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
Flapple,"['Grass', 'Dragon']",485,70,110,80,95,60,70,https://pokemondb.net/pokedex/flapple,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
Appletun,"['Grass', 'Dragon']",485,110,85,80,100,80,30,https://pokemondb.net/pokedex/appletun,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
Silicobra,"['Ground', '']",315,52,57,75,35,50,46,https://pokemondb.net/pokedex/silicobra,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
